age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,existing_debt,num_credit_lines,loan_purpose,home_ownership,debt_to_income,default
59,39351.43,5.0,661,25688.77,24,8683.39,7,education,OWN,0.873,0
64,13958.01,6.7,539,8209.22,48,13770.56,4,small_business,RENT,1.575,0
55,12000.0,6.6,774,8465.48,36,11543.99,5,medical,MORTGAGE,1.667,0
48,,4.5,616,10556.45,12,7118.26,6,debt_consolidation,MORTGAGE,0.24,0
29,55175.21,3.2,779,18338.18,12,19411.19,3,home_improvement,MORTGAGE,0.684,0
51,31605.16,8.5,746,21343.75,60,15324.52,1,education,OWN,1.16,0
32,26911.0,6.0,729,20579.09,24,11996.54,4,home_improvement,OWN,1.21,0
37,59659.98,14.8,668,25737.93,48,6321.25,2,medical,RENT,0.537,0
40,60204.8,0.3,657,8934.71,12,8454.94,3,auto,MORTGAGE,0.289,0
40,100332.29,4.4,602,12528.2,48,2790.32,2,education,RENT,0.153,0
30,39455.67,1.1,513,18727.96,24,5860.17,5,auto,RENT,0.623,1
55,59053.45,2.6,658,18335.39,36,12889.24,3,home_improvement,MORTGAGE,0.529,0
44,76936.06,3.2,782,13227.67,48,5614.1,5,education,RENT,0.245,0
21,89836.23,11.5,658,1000.0,36,4462.96,3,home_improvement,RENT,0.061,0
39,63838.97,1.4,570,12985.77,36,7882.91,4,debt_consolidation,RENT,0.327,0
36,82009.86,1.3,661,1000.0,48,1651.79,8,auto,OWN,0.032,0
34,87822.23,11.0,659,20301.22,36,6218.87,3,home_improvement,MORTGAGE,0.302,0
29,40797.47,8.6,645,27909.67,12,12116.73,5,home_improvement,OWN,0.981,0
40,80164.41,8.1,637,20186.7,48,5442.04,7,debt_consolidation,RENT,0.32,0
33,60107.43,1.6,587,18082.67,48,307.32,2,home_improvement,MORTGAGE,0.306,0
30,58455.18,4.8,611,20666.74,12,613.75,4,auto,MORTGAGE,0.364,0
58,37099.8,0.4,651,10509.44,48,687.09,3,home_improvement,RENT,0.302,0
44,39427.24,5.4,741,16111.25,60,8797.15,4,debt_consolidation,OWN,0.632,0
30,58105.72,9.0,722,3637.28,60,5060.06,6,auto,MORTGAGE,0.15,0
39,,1.2,590,24337.15,60,7862.2,4,debt_consolidation,RENT,0.385,0
37,81571.8,0.3,609,6887.67,24,14250.76,3,medical,RENT,0.259,0
31,29576.24,1.4,631,23564.02,36,10778.58,4,small_business,OWN,1.161,0
57,80429.47,12.3,763,17701.36,48,7986.72,4,debt_consolidation,MORTGAGE,0.319,0
58,45490.77,0.3,622,19581.26,24,1704.66,2,debt_consolidation,RENT,0.468,0
32,51488.92,1.1,726,9209.08,36,671.43,3,medical,MORTGAGE,0.192,0
27,42829.77,1.5,613,20283.88,48,6663.07,6,auto,MORTGAGE,0.629,0
50,12000.0,6.5,579,10999.7,24,6763.49,7,medical,RENT,1.48,0
49,83388.1,20.6,634,6475.17,24,8735.49,6,small_business,MORTGAGE,0.182,0
46,60290.37,9.6,676,20498.68,24,13516.65,4,debt_consolidation,MORTGAGE,0.564,0
58,61089.46,4.1,567,16669.42,12,4139.62,4,auto,OWN,0.341,1
60,61115.63,1.2,684,12812.3,36,8543.5,8,debt_consolidation,RENT,0.349,0
32,76839.15,0.1,743,18610.86,24,7874.96,4,debt_consolidation,MORTGAGE,0.345,0
64,52094.09,2.9,584,17513.84,12,11967.42,4,home_improvement,RENT,0.566,1
62,81790.47,1.2,850,15797.46,12,0.0,7,education,RENT,0.193,0
61,21442.98,6.9,654,3022.72,60,3270.71,3,home_improvement,RENT,0.293,0
44,88447.46,10.8,562,32757.94,24,20134.92,6,home_improvement,OWN,0.598,0
27,47707.96,4.2,753,14448.94,24,13314.36,5,home_improvement,MORTGAGE,0.582,0
48,48248.61,2.1,549,20357.05,48,1188.65,2,home_improvement,MORTGAGE,0.447,1
63,83366.73,0.7,829,25450.87,48,10435.79,0,home_improvement,RENT,0.43,0
28,42670.14,2.0,486,11683.95,48,1208.68,4,debt_consolidation,RENT,0.302,1
48,,12.0,572,9630.57,36,10283.93,4,auto,MORTGAGE,0.488,1
61,42095.59,2.8,654,30230.97,24,25502.2,3,home_improvement,MORTGAGE,1.324,0
58,12000.0,9.8,493,15313.76,12,5331.85,6,auto,RENT,1.72,1
45,47613.92,17.0,633,11175.58,48,2618.71,5,debt_consolidation,MORTGAGE,0.29,0
21,43560.55,3.3,666,15780.58,36,0.0,3,education,RENT,0.362,0
47,64852.96,17.5,468,10209.64,48,330.21,2,home_improvement,OWN,0.163,1
32,57128.5,2.2,745,8752.41,12,4854.31,3,debt_consolidation,OWN,0.238,0
53,49791.09,0.2,561,21409.71,24,0.0,1,medical,RENT,0.43,1
21,54954.16,9.5,719,10069.66,48,3953.93,2,auto,RENT,0.255,0
63,42884.13,16.9,508,6000.94,24,14464.96,5,home_improvement,MORTGAGE,0.477,0
26,40920.18,2.4,581,25248.46,12,7316.12,4,auto,MORTGAGE,0.796,1
25,36114.1,0.9,698,1000.0,36,7211.05,2,debt_consolidation,RENT,0.227,0
43,72250.81,1.9,531,9253.48,36,11901.39,4,auto,RENT,0.293,1
62,30782.86,0.1,619,1000.0,36,0.0,5,home_improvement,MORTGAGE,0.032,0
60,80131.18,1.9,772,24951.43,12,3315.11,5,auto,RENT,0.353,0
28,40109.76,4.2,638,29943.84,36,14412.12,7,debt_consolidation,OWN,1.106,1
37,82172.68,8.4,669,15904.08,24,4037.18,4,debt_consolidation,OWN,0.243,0
41,55963.15,3.2,689,20494.6,12,6418.67,7,medical,OWN,0.481,0
40,23287.39,2.2,628,20433.34,12,8002.83,2,small_business,OWN,1.221,1
56,33086.9,5.8,518,5845.09,24,15590.09,5,debt_consolidation,RENT,0.648,0
53,53352.73,3.9,596,17697.95,24,19269.66,5,home_improvement,RENT,0.693,1
32,41589.51,3.7,579,8919.99,48,15193.08,2,medical,MORTGAGE,0.58,1
41,18837.7,,640,20328.33,48,9295.32,5,auto,MORTGAGE,1.573,1
57,57702.56,0.3,699,10874.51,36,5479.26,3,home_improvement,MORTGAGE,0.283,0
31,57618.4,,690,8859.2,48,2512.01,6,education,RENT,0.197,0
44,56301.13,1.5,809,27651.42,36,13931.83,3,home_improvement,RENT,0.739,0
45,53017.26,1.4,610,8802.44,12,9080.55,4,medical,MORTGAGE,0.337,0
21,40020.48,0.8,681,11192.45,36,0.0,2,debt_consolidation,OWN,0.28,0
29,40272.98,1.0,765,23054.89,24,15486.27,4,education,RENT,0.957,0
35,58898.81,0.4,747,25488.17,24,5193.22,3,education,OWN,0.521,0
60,61185.95,15.5,798,12382.67,12,4502.6,7,home_improvement,RENT,0.276,0
49,30117.42,5.7,605,15630.8,60,1317.88,3,home_improvement,RENT,0.563,1
50,36459.66,1.4,693,31063.94,36,291.19,0,debt_consolidation,RENT,0.86,0
42,63973.29,4.7,519,13023.58,48,12311.58,4,small_business,RENT,0.396,1
57,32598.51,0.5,594,10711.68,36,0.0,10,debt_consolidation,MORTGAGE,0.329,0
57,64036.77,1.3,558,18072.1,36,5531.81,5,home_improvement,RENT,0.369,1
63,64407.58,6.3,698,14019.84,36,11192.19,3,auto,RENT,0.391,0
59,79484.82,6.5,589,33000.97,60,7802.69,8,small_business,MORTGAGE,0.513,0
62,56187.75,2.0,680,28907.14,36,14643.91,2,auto,RENT,0.775,0
35,12000.0,5.6,680,15224.74,48,0.0,4,debt_consolidation,RENT,1.269,0
37,50773.56,2.2,837,3677.82,24,2552.79,2,home_improvement,MORTGAGE,0.123,0
62,56815.28,0.4,812,9695.48,12,0.0,5,home_improvement,RENT,0.171,0
24,85123.61,,602,18387.19,24,3242.31,2,home_improvement,RENT,0.254,0
52,38812.31,11.3,704,29753.73,60,4238.99,1,home_improvement,MORTGAGE,0.876,0
23,56135.78,2.5,661,16204.1,60,6294.27,4,small_business,OWN,0.401,0
42,36448.27,9.1,746,26616.35,60,16133.97,3,small_business,RENT,1.173,0
21,48934.55,0.5,675,5020.65,24,1782.97,2,debt_consolidation,RENT,0.139,0
25,81924.77,0.7,548,10829.24,12,6647.34,5,debt_consolidation,RENT,0.213,0
57,12000.0,0.8,735,1664.09,48,8388.61,3,home_improvement,MORTGAGE,0.838,0
49,12000.0,1.9,756,18495.81,48,16096.66,3,auto,RENT,2.883,0
49,50986.74,3.1,627,21717.45,12,0.0,2,medical,RENT,0.426,0
23,34697.74,1.9,684,1000.0,24,12367.65,4,medical,MORTGAGE,0.385,0
36,103899.3,4.3,776,11200.11,24,7222.46,4,medical,RENT,0.177,0
40,51721.89,2.2,728,14008.82,24,13182.97,6,medical,RENT,0.526,0
53,33128.04,7.5,701,10451.9,24,21888.39,3,auto,MORTGAGE,0.976,0
48,43915.37,8.2,602,16409.93,36,2361.89,3,education,MORTGAGE,0.427,0
58,44013.55,16.4,647,1427.87,48,6426.06,3,auto,MORTGAGE,0.178,0
48,57021.02,7.0,740,5338.85,48,8592.68,3,small_business,MORTGAGE,0.244,0
21,41133.7,4.2,781,12422.56,36,9523.32,1,debt_consolidation,RENT,0.534,0
54,37949.25,3.1,622,1000.0,60,0.0,3,small_business,RENT,0.026,0
61,72817.57,6.2,642,1000.0,36,8023.93,2,small_business,MORTGAGE,0.124,0
63,73278.75,2.9,664,30645.57,60,4850.99,3,debt_consolidation,MORTGAGE,0.484,0
38,50733.11,9.2,515,15348.32,36,5528.77,4,education,RENT,0.412,1
58,44878.32,13.1,581,1000.0,48,16513.21,2,small_business,MORTGAGE,0.39,0
27,65994.86,8.8,594,9678.26,48,4745.9,3,home_improvement,MORTGAGE,0.219,0
21,27613.71,4.3,462,28453.41,12,8159.62,3,medical,RENT,1.326,1
50,70219.82,6.7,703,24243.41,12,948.32,5,medical,RENT,0.359,0
45,112952.88,2.7,584,23377.87,24,0.0,4,small_business,OWN,0.207,1
61,18334.57,4.0,683,23712.23,48,0.0,4,home_improvement,MORTGAGE,1.293,0
52,18294.07,6.0,598,22036.92,60,10847.92,5,debt_consolidation,OWN,1.798,1
28,29210.27,6.7,561,29680.04,24,12799.47,5,auto,MORTGAGE,1.454,0
55,89055.99,6.9,752,20139.28,36,8318.24,3,small_business,RENT,0.32,0
35,92459.32,4.9,649,23935.9,12,14176.39,2,home_improvement,OWN,0.412,0
51,82364.76,5.4,521,14628.81,24,11896.42,7,home_improvement,MORTGAGE,0.322,0
46,67859.07,0.2,681,14912.71,36,7960.77,3,auto,MORTGAGE,0.337,0
58,81867.18,5.9,627,8651.11,48,21322.88,3,home_improvement,RENT,0.366,0
61,39417.65,0.1,654,9423.27,12,14632.89,2,small_business,MORTGAGE,0.61,0
26,56472.15,8.3,689,18875.11,12,15274.86,8,debt_consolidation,MORTGAGE,0.605,0
28,29066.03,1.4,688,17124.88,24,12866.64,4,debt_consolidation,RENT,1.032,0
22,37571.4,2.9,691,13243.17,24,10736.24,3,small_business,MORTGAGE,0.638,0
25,60435.7,12.8,616,21517.51,48,6156.85,5,debt_consolidation,RENT,0.458,0
43,56833.64,2.2,513,33789.71,60,9728.99,5,debt_consolidation,RENT,0.766,1
30,57277.97,10.6,651,32833.72,24,397.66,4,medical,RENT,0.58,1
32,20650.25,4.4,660,23560.05,48,10842.63,5,auto,OWN,1.666,0
49,42236.84,2.9,622,15870.63,36,8049.17,4,small_business,MORTGAGE,0.566,0
51,39633.25,5.2,591,14546.4,12,5940.84,7,debt_consolidation,RENT,0.517,0
56,71530.27,0.7,639,3293.68,48,13240.37,5,auto,MORTGAGE,0.231,0
52,26142.98,18.3,592,36451.11,48,14462.97,1,auto,MORTGAGE,1.948,1
29,60616.01,3.9,651,13792.87,12,8359.12,5,education,OWN,0.365,0
54,39325.13,8.8,444,15361.07,12,15832.84,3,auto,RENT,0.793,1
44,41778.57,5.7,597,1000.0,36,18077.82,1,home_improvement,MORTGAGE,0.457,1
43,39505.67,0.7,850,10377.5,24,6229.98,5,home_improvement,RENT,0.42,0
21,75789.38,0.9,716,6847.9,24,6265.97,6,debt_consolidation,MORTGAGE,0.173,0
48,68854.5,3.8,598,8748.9,36,7754.07,4,debt_consolidation,OWN,0.24,0
57,48777.38,3.9,618,17775.28,24,0.0,4,medical,MORTGAGE,0.364,0
31,93490.79,2.0,678,15808.06,36,971.51,4,debt_consolidation,RENT,0.179,0
28,12000.0,3.8,629,1000.0,36,8223.76,4,debt_consolidation,MORTGAGE,0.769,1
37,46291.77,4.3,679,13241.02,24,12834.96,7,medical,RENT,0.563,0
36,52589.92,7.6,713,18698.91,24,12899.41,2,debt_consolidation,MORTGAGE,0.601,0
57,59480.79,1.1,628,24708.47,36,1220.21,3,debt_consolidation,RENT,0.436,0
29,72161.55,5.2,744,20834.27,36,17712.01,2,medical,RENT,0.534,0
49,47599.67,0.1,664,26463.35,60,5629.26,1,medical,RENT,0.674,0
52,51880.36,11.9,726,30855.03,24,9256.08,3,auto,RENT,0.773,0
27,50473.99,3.2,678,20194.74,48,10347.14,5,home_improvement,OWN,0.605,1
38,37119.98,6.0,619,16195.36,24,6275.05,7,debt_consolidation,RENT,0.605,0
43,43844.34,2.7,660,28544.48,36,4785.88,4,debt_consolidation,MORTGAGE,0.76,0
55,12000.0,0.6,572,1879.88,12,12333.83,4,debt_consolidation,MORTGAGE,1.184,1
57,35425.59,2.1,750,16143.62,24,6455.66,4,debt_consolidation,RENT,0.638,0
35,29773.38,2.1,603,11581.85,60,0.0,5,auto,MORTGAGE,0.389,0
43,29409.83,3.7,681,14862.86,36,11065.42,5,debt_consolidation,RENT,0.882,0
33,35993.07,2.1,635,14157.04,24,0.0,6,medical,RENT,0.393,0
62,19461.94,4.3,627,18083.15,60,1551.93,5,home_improvement,MORTGAGE,1.009,0
46,80647.73,1.1,685,12565.37,48,1371.99,6,home_improvement,MORTGAGE,0.173,0
32,48315.72,2.5,653,14244.88,36,17208.86,3,auto,MORTGAGE,0.651,0
23,78102.43,2.4,748,14623.08,12,18393.11,7,auto,MORTGAGE,0.423,0
29,70426.1,1.3,752,23234.31,36,11670.46,4,auto,RENT,0.496,0
35,73513.62,,850,11880.74,36,12545.17,5,home_improvement,RENT,0.332,0
62,46533.48,2.2,685,23542.34,12,17406.07,7,debt_consolidation,RENT,0.88,0
32,61692.24,2.8,609,27398.47,36,4420.62,9,small_business,RENT,0.516,1
60,63109.22,0.4,471,19095.6,48,14573.84,5,debt_consolidation,MORTGAGE,0.534,1
27,71524.88,2.5,755,15895.24,60,8421.72,5,auto,RENT,0.34,0
41,72765.68,0.3,555,2027.38,48,8753.05,2,auto,RENT,0.148,1
36,94853.11,2.7,670,25454.48,48,21256.32,1,auto,RENT,0.492,0
62,77631.02,7.1,697,12675.4,48,16561.02,3,home_improvement,MORTGAGE,0.377,0
36,64188.82,3.4,654,23767.11,24,4538.06,1,small_business,RENT,0.441,0
21,56980.94,2.1,617,9173.6,36,3690.81,3,home_improvement,OWN,0.226,0
62,39083.82,0.7,810,12152.98,24,6034.64,2,debt_consolidation,MORTGAGE,0.465,0
55,86777.25,0.7,642,1000.0,48,4646.94,2,debt_consolidation,RENT,0.065,0
62,40433.12,2.1,632,19944.87,36,153.2,8,auto,MORTGAGE,0.497,0
33,80622.63,0.6,617,28828.81,24,7498.62,1,auto,MORTGAGE,0.451,0
50,45531.52,3.5,758,29948.93,12,4738.5,3,debt_consolidation,OWN,0.762,0
25,52733.49,5.7,819,15019.32,12,16382.06,8,home_improvement,RENT,0.595,0
26,52172.84,3.3,702,20332.8,48,11791.65,1,education,MORTGAGE,0.616,0
46,48994.54,1.2,769,12113.28,12,7374.47,7,auto,MORTGAGE,0.398,0
29,71862.28,10.9,609,5070.74,24,5805.95,3,debt_consolidation,RENT,0.151,0
49,49249.2,3.8,777,24008.39,24,4060.31,3,small_business,MORTGAGE,0.57,0
43,58622.41,3.9,776,1000.0,24,8801.93,2,home_improvement,MORTGAGE,0.167,0
44,74351.04,5.2,673,32496.97,36,7535.1,4,auto,RENT,0.538,0
23,45406.82,2.7,470,20300.2,24,53.2,3,home_improvement,RENT,0.448,1
53,77603.27,4.0,666,36949.71,24,8008.8,4,auto,MORTGAGE,0.579,0
46,80700.79,5.1,826,29301.05,24,0.0,1,auto,RENT,0.363,0
29,,15.2,560,4729.51,36,2702.13,4,debt_consolidation,RENT,0.441,0
53,46886.49,3.0,553,35801.33,12,1622.34,3,small_business,MORTGAGE,0.798,1
61,77101.04,7.8,664,21082.84,24,0.0,4,debt_consolidation,MORTGAGE,0.273,0
39,51057.37,8.3,717,18406.52,24,0.0,4,auto,MORTGAGE,0.361,0
63,68829.76,2.0,717,25874.42,60,6167.67,2,auto,MORTGAGE,0.466,0
53,70416.2,2.4,725,14510.97,36,22989.2,5,medical,MORTGAGE,0.533,0
26,70378.3,3.5,666,8679.75,24,10723.93,2,debt_consolidation,OWN,0.276,0
50,43388.91,9.2,688,3471.53,12,7560.27,1,auto,MORTGAGE,0.254,0
56,65267.76,2.2,783,17747.24,12,454.13,5,home_improvement,RENT,0.279,0
41,66920.53,4.3,652,9694.97,24,14856.98,3,debt_consolidation,OWN,0.367,0
29,20090.14,3.2,709,1445.2,48,0.0,5,debt_consolidation,RENT,0.072,0
64,68191.07,15.8,681,18159.47,36,18433.95,6,home_improvement,RENT,0.537,0
35,69893.26,6.6,693,22986.44,48,9854.5,3,auto,MORTGAGE,0.47,0
21,65751.22,1.2,573,6101.36,36,7603.03,4,medical,OWN,0.208,1
40,114125.76,2.0,578,16578.48,12,0.0,4,medical,MORTGAGE,0.145,0
53,41914.92,4.5,593,18522.04,60,0.0,3,debt_consolidation,MORTGAGE,0.442,0
32,44338.17,0.4,610,13966.51,12,7613.76,8,small_business,MORTGAGE,0.487,1
46,80856.23,2.9,600,6796.41,36,12692.8,1,debt_consolidation,MORTGAGE,0.241,0
37,44528.25,0.2,674,5569.71,60,14964.36,3,small_business,RENT,0.461,0
60,57768.63,1.4,608,21367.88,48,9000.69,6,debt_consolidation,OWN,0.526,0
33,36954.69,0.8,614,13737.45,36,7267.09,6,debt_consolidation,MORTGAGE,0.568,0
32,32145.08,2.0,850,15550.46,36,9673.87,5,auto,MORTGAGE,0.785,0
24,37894.14,6.8,738,6409.89,24,15726.98,5,small_business,RENT,0.584,0
26,59341.2,17.0,641,1000.0,36,8144.64,5,home_improvement,OWN,0.154,0
61,90002.42,0.8,519,16287.9,36,2894.13,5,education,RENT,0.213,0
51,48126.72,2.7,570,1000.0,36,18533.15,6,small_business,MORTGAGE,0.406,1
53,74508.11,5.3,620,13401.38,48,11992.14,4,debt_consolidation,RENT,0.341,0
30,45361.58,12.6,735,12900.44,60,10262.16,7,education,RENT,0.511,0
55,67083.08,1.5,654,23787.36,12,4744.94,5,education,MORTGAGE,0.425,0
39,72729.59,0.7,676,15185.06,12,8738.3,3,auto,MORTGAGE,0.329,0
49,97563.53,18.8,578,1000.0,48,12699.62,1,medical,RENT,0.14,0
51,,2.7,637,12822.44,12,3640.78,6,medical,OWN,0.227,0
32,41173.33,2.2,585,8706.27,12,11399.01,11,education,MORTGAGE,0.488,1
40,47299.59,0.9,668,22353.33,12,0.0,5,debt_consolidation,MORTGAGE,0.473,0
35,90714.72,4.9,742,19977.02,24,988.12,1,auto,MORTGAGE,0.231,0
44,32243.8,0.7,668,32072.0,12,5284.52,8,small_business,MORTGAGE,1.159,0
49,54319.34,11.4,650,30427.48,60,5635.25,8,small_business,RENT,0.664,0
43,50178.57,2.6,599,10131.41,48,4974.08,5,auto,MORTGAGE,0.301,0
53,54568.28,0.5,814,17862.61,60,3548.55,4,auto,MORTGAGE,0.392,0
40,45211.19,6.0,712,1000.0,36,10364.56,2,debt_consolidation,RENT,0.251,0
37,58098.23,16.9,584,24808.08,12,21015.62,8,medical,MORTGAGE,0.789,1
57,53704.6,1.2,600,24549.78,60,14201.77,5,education,MORTGAGE,0.722,0
22,91904.18,3.3,535,25368.35,24,2223.35,4,auto,OWN,0.3,1
25,50890.33,8.4,618,37547.39,36,0.0,3,auto,MORTGAGE,0.738,1
30,61973.55,6.8,759,21334.93,60,3213.32,8,debt_consolidation,RENT,0.396,0
21,57673.11,2.0,583,17858.82,24,0.0,3,auto,RENT,0.31,1
58,70155.6,5.3,763,13452.12,24,15202.97,1,home_improvement,MORTGAGE,0.408,0
64,15347.0,1.8,539,1000.0,24,11970.37,6,debt_consolidation,RENT,0.845,0
58,76750.72,0.8,602,29470.69,12,9642.56,5,debt_consolidation,RENT,0.51,1
59,39709.04,2.0,660,6847.62,36,0.0,6,medical,RENT,0.172,0
22,31613.6,0.1,744,13934.93,60,5349.52,2,debt_consolidation,OWN,0.61,0
35,70568.0,3.9,564,22767.55,60,1071.06,4,auto,RENT,0.338,1
28,29826.25,15.5,739,3047.81,36,10694.65,3,debt_consolidation,OWN,0.461,0
48,67122.82,2.0,623,29404.46,48,8316.03,1,small_business,MORTGAGE,0.562,1
31,58532.7,1.5,614,11330.46,48,4155.63,4,debt_consolidation,OWN,0.265,0
51,19220.97,1.5,805,16165.44,36,10667.11,1,debt_consolidation,MORTGAGE,1.396,0
37,86511.52,6.9,690,17594.26,36,11801.88,4,debt_consolidation,RENT,0.34,0
56,81178.05,3.3,673,6779.17,24,26523.88,5,debt_consolidation,RENT,0.41,0
32,61984.38,4.2,671,1000.0,36,9185.29,2,home_improvement,MORTGAGE,0.164,1
30,47787.88,0.9,661,26476.12,36,11835.76,6,small_business,OWN,0.802,0
46,42500.87,6.6,618,21829.21,36,3551.03,4,home_improvement,RENT,0.597,1
47,36373.78,2.2,675,20302.8,48,7681.04,5,home_improvement,OWN,0.769,0
27,38301.11,1.0,585,10777.83,48,8110.94,6,debt_consolidation,MORTGAGE,0.493,1
41,34778.04,10.4,729,1000.0,24,21377.84,5,medical,MORTGAGE,0.643,0
44,34112.66,3.1,791,2503.41,12,6951.91,5,small_business,RENT,0.277,0
32,64333.15,0.7,599,11288.88,24,9430.82,3,debt_consolidation,OWN,0.322,0
49,42598.6,4.6,689,21129.36,48,15980.34,7,debt_consolidation,MORTGAGE,0.871,0
59,39539.98,1.9,693,5222.47,36,16976.99,5,debt_consolidation,RENT,0.561,0
32,66617.5,2.7,594,14264.6,48,16827.89,6,medical,RENT,0.467,0
59,33736.63,4.3,578,9383.24,24,7641.34,1,debt_consolidation,MORTGAGE,0.505,0
33,18721.26,12.0,501,25341.25,24,2135.7,6,debt_consolidation,MORTGAGE,1.468,1
58,80378.4,10.0,679,9623.43,12,7910.12,2,home_improvement,MORTGAGE,0.218,0
38,71407.63,2.5,579,8538.86,36,0.0,3,home_improvement,RENT,0.12,0
47,67660.31,2.5,602,23277.74,60,5253.69,6,education,RENT,0.422,0
21,58750.94,1.4,636,29006.71,48,3588.35,5,small_business,RENT,0.555,1
26,54094.27,8.5,622,7696.02,12,12273.12,2,debt_consolidation,OWN,0.369,0
39,40713.38,20.4,729,23188.05,36,11043.71,3,small_business,MORTGAGE,0.841,0
53,19292.99,0.4,730,2182.9,24,18181.34,7,debt_consolidation,MORTGAGE,1.056,0
48,39451.35,4.8,559,14939.23,24,0.0,6,education,RENT,0.379,1
46,66119.33,4.2,654,19451.62,48,1513.93,0,auto,MORTGAGE,0.317,0
42,35343.15,8.9,567,14314.85,36,14838.83,1,small_business,MORTGAGE,0.825,1
44,58153.46,6.1,626,9588.3,12,11527.57,1,medical,RENT,0.363,0
52,60622.62,4.0,647,22279.38,48,14749.92,4,medical,RENT,0.611,0
34,41726.88,1.7,651,13225.67,48,19889.3,4,auto,MORTGAGE,0.794,0
43,88167.94,6.6,668,31004.42,60,8428.55,5,home_improvement,RENT,0.447,0
34,17663.86,1.1,704,8062.91,12,5099.19,2,education,RENT,0.745,0
43,40716.16,1.1,667,7906.03,24,9971.76,9,small_business,RENT,0.439,0
21,,10.9,563,18369.97,48,0.0,3,auto,RENT,0.397,0
38,81282.83,0.3,698,12075.95,12,9206.33,6,debt_consolidation,MORTGAGE,0.262,0
47,44185.65,6.9,579,14394.25,24,0.0,5,home_improvement,MORTGAGE,0.326,0
64,70733.57,13.2,648,16251.37,36,0.0,7,debt_consolidation,OWN,0.23,0
64,64892.43,1.0,629,23924.82,48,3355.45,6,home_improvement,RENT,0.42,0
24,63348.61,0.8,558,8002.2,12,9832.68,6,home_improvement,OWN,0.282,0
34,55973.9,4.5,701,17525.74,12,8717.59,6,home_improvement,MORTGAGE,0.469,0
58,57316.81,12.0,548,8801.48,60,8417.22,7,medical,RENT,0.3,1
29,41416.17,18.9,582,5770.83,48,17412.0,5,debt_consolidation,RENT,0.56,0
34,16217.69,4.0,700,9940.15,24,5133.26,3,home_improvement,MORTGAGE,0.929,0
25,55330.42,3.2,763,14945.56,36,6284.86,4,small_business,RENT,0.384,0
29,41506.06,5.9,659,8726.6,36,14471.57,8,auto,MORTGAGE,0.559,0
35,41848.22,10.2,680,9059.75,60,16496.76,4,small_business,RENT,0.611,0
54,95038.87,5.3,605,18373.63,48,9505.14,5,home_improvement,RENT,0.293,0
48,18595.98,3.2,705,6319.98,24,14867.99,6,auto,RENT,1.139,0
43,53785.64,0.6,655,24309.24,12,13059.84,3,home_improvement,MORTGAGE,0.695,1
49,57162.82,2.0,513,3109.96,36,9035.37,1,education,RENT,0.212,1
39,77385.03,8.2,579,9564.18,24,20060.91,4,home_improvement,RENT,0.383,0
62,40052.3,8.5,645,11465.24,24,9627.35,6,education,MORTGAGE,0.527,0
29,33419.82,3.0,605,21930.2,36,738.43,3,debt_consolidation,RENT,0.678,1
41,53548.56,2.6,546,27998.34,48,8092.43,9,debt_consolidation,MORTGAGE,0.674,0
23,34092.34,0.4,731,11194.81,12,4180.66,4,home_improvement,MORTGAGE,0.451,0
22,59230.22,3.9,820,18345.47,48,13187.24,9,debt_consolidation,RENT,0.532,0
41,66063.81,3.2,644,16250.49,36,22916.12,4,small_business,MORTGAGE,0.593,0
55,69117.12,,656,16064.8,48,3554.38,5,medical,MORTGAGE,0.284,0
23,101314.45,,740,31049.44,60,8167.55,5,home_improvement,RENT,0.387,0
48,45329.05,6.3,701,22764.34,12,12814.2,4,debt_consolidation,MORTGAGE,0.785,0
36,38856.66,9.8,590,3735.57,24,1698.1,6,home_improvement,MORTGAGE,0.14,0
59,40993.26,0.8,609,31245.8,24,0.0,7,debt_consolidation,MORTGAGE,0.762,0
59,70336.26,15.4,666,25387.23,60,9612.23,6,auto,MORTGAGE,0.498,0
25,12378.03,1.0,601,15507.78,24,15475.48,4,home_improvement,RENT,2.503,1
48,80231.34,1.5,702,8402.97,48,11204.77,3,medical,OWN,0.244,0
29,55736.09,1.8,612,11363.9,24,15876.13,3,debt_consolidation,OWN,0.489,0
62,12000.0,8.0,491,18920.29,24,22573.61,1,home_improvement,MORTGAGE,3.458,1
43,66468.5,4.3,776,26357.7,24,12110.75,3,education,RENT,0.579,0
23,51219.01,1.0,673,13886.76,36,17777.53,3,medical,MORTGAGE,0.618,0
22,51497.07,2.6,700,14234.6,48,9611.06,5,auto,MORTGAGE,0.463,0
39,75073.58,9.5,578,6181.21,24,786.99,5,small_business,MORTGAGE,0.093,0
23,75385.32,1.6,687,13613.64,36,3711.95,3,debt_consolidation,RENT,0.23,0
40,69997.2,1.2,543,1000.0,36,3818.8,1,small_business,MORTGAGE,0.069,0
58,54561.42,1.8,583,18419.55,12,8445.11,1,home_improvement,RENT,0.492,0
33,77725.21,0.7,656,1000.0,48,3837.65,6,debt_consolidation,MORTGAGE,0.062,0
38,46080.98,1.9,697,11693.8,24,6018.58,5,medical,MORTGAGE,0.384,0
50,67506.56,1.1,712,14199.79,36,1133.88,3,home_improvement,MORTGAGE,0.227,0
24,42685.67,1.2,619,1000.0,36,6741.69,4,education,MORTGAGE,0.181,0
39,41579.49,0.1,669,27742.88,60,2548.3,3,debt_consolidation,RENT,0.729,0
